Name,SD1,SD2,C-1,C-2,C-N-1,C-N-2,N-1,N-2,CS1,CS2,HS1,HS2,OSMO1,OSMO2,OXI1,OXI2,PH1,PH2,UV1,UV2
yjdO,2036.4,2054.54,3849.96,2083.87,1475.85,1592.885,1970.155,2082.555,2104.435,1774.45,1919.68,2150.33,1785.215,2427.375,2007.74,1642.655,1854.485,4594.89,2191.91,1876.645
yjdP,1689.605,2036.2,4513.145,1589.93,2143.42,2186.565,2651.635,1834.81,2028.75,2267.47,3041.505,3130.955,2669.995,1377.61,2275.37,2289.38,1212.685,3588.9,1660.555,2191.06
yjdQ,4523.635,4405.12,4276.855,4693.13,3476.08,4126.74,3688.82,4060.315,5227.415,4213.125,4392.755,4397.705,4483.93,4975.545,4330.165,3854.205,4263.505,1346.445,4659.865,3764.06
yjeA,4500.405,5619.165,5571.055,5279.65,4935.515,4554.035,5338.42,5583.255,5282.18,4371.335,4295.895,5468.635,4874.065,4825.875,5359.655,4188.94,7148.485,4999.675,5794.735,4917.09
yjeE,6967.41,7850.97,3835.03,8149.98,9698.47,7559.59,8057.75,10167.49,8028.79,6409.43,8907.6,7227.38,8560.2,7303.36,9663.91,7884.17,9307.03,9313.9,7891.41,7557.28
yjeF,5045.86,3904.55,2357.31,3762.38,4754.77,4409.23,5240.92,3981.29,3447.45,5073.83,4233.6,4473.02,5211.59,4110.48,4762.27,5450.11,4312.16,2170.09,4935.87,3868.61
yjeH,5968.435,7865.275,5445.425,5758.44,7457.64,7932.285,6778,6316.655,6018.915,8133.27,8192.335,8889.93,7304.125,6783.89,7357.61,8366.12,7458.535,2582.95,6295.485,7390.115
yjeI,3699.59,3936.02,4710.52,2411.26,3558,4300.89,4164.27,3231.73,3855.27,3821,4285.09,4552.7,4462.6,2155.73,4178.21,4696.19,2948.24,2332.79,3195.62,3483.05
yjeJ,3841.77,2609.885,2362.5,3653.325,2553.25,2688.92,2869.185,2768.83,3342.155,3188.855,2609.905,2171.995,3321.93,3127.67,3489.515,3519.285,3708.835,4241.015,4564.76,3551.67
yjeK,2527.86,1325.38,4459.83,1594.34,1343.76,1442.26,1559.16,2550.12,2791.75,1666.22,1611.11,1399.76,1220.06,1987.8,1123.5,1128.49,1602.45,4444.04,1988.17,1342.22
yjeM,5965.17,8104.64,2441.15,8059.57,7262.94,7942.67,7065.99,6134.53,7590.28,7709.86,7858.55,9014.74,8608.62,7848.06,9102.43,9222.67,6493.8,4941.61,6694.02,8730.28
yjeN,6402.325,9859.63,2444.04,7842.32,8935.35,8248.24,9574.825,7740.26,7422.035,8897.235,9409.41,9151.145,11484.645,8671.505,10505.01,11112.395,7353.875,5100.12,5939.065,8664.61
yjeO,7329.52,13387.38,5911.58,10707.98,11184.17,12137.5,10156.68,7995.35,8903.13,12993.63,11378.01,14757.49,15175.39,10995.53,15157.92,15320.43,9394.54,4631.09,6168.35,15510.69
yjeP,4625.875,3493.38,3444.205,3702.385,3391.985,3323.415,4576.435,4200.835,4650.575,3374.81,3419.64,3395.76,3193.69,3604.585,3813.675,3291.065,3652.235,3852.83,4420.655,3416.445
yjeS,5761.09,3976.84,2823.44,4650.41,3752.95,2916.29,4649.1,5026.64,3468.85,2451.86,2749.55,2433.51,3345.92,4198.03,2910.87,4122.28,3885.48,2822.38,4224.25,2890.59
yjeT,3040.54,4449.13,4826.51,4148.69,3904.39,3801.73,3552.39,3502.9,3188.26,4375.06,4176.84,4013.19,3436.18,4514.25,3822.34,4550.02,3755.64,5188.85,3195.62,3761.42
yjeV,1725.49,1505.345,2278.05,2299.4,1590.345,1613.67,1488.71,2411.885,1754.045,1720.905,2195.88,1944.92,1346.71,1841.61,1489.215,1303.365,1355.34,1552.265,2193.175,1708.225
yjfC,2830.365,2289.41,4998.5,2119.145,2278.19,1725.775,2602.69,2549.535,2843.865,2078.805,1725.615,2373.895,2358.36,2131.155,2043.23,1815.17,2242.775,5037.75,2981.09,2146.555
yjfF,6973.67,10056.13,3403.34,8896.21,9474.67,9395.3,8853.25,9955.64,7212.39,10133.13,10280.21,9798.83,9778.35,10406.43,9769.3,10482.04,7804.45,6898.66,8158.68,9424.95
yjfI,2409.63,2344.2,5245.93,2950.63,2389.43,3301.69,2769.15,2326.76,2161.22,3879.88,3468.29,3458.99,3013.99,2403.54,2901.35,2816.66,2653,2091.07,3237.85,3090.61
yjfJ,2155.07,1486.47,1644.54,1877.71,1869.31,1296.35,1550.68,1958.11,2045.11,1583.16,1610.63,1402.62,2140.45,1976.04,1303.05,1479.75,1713.91,2833.74,1934.65,1650.99
yjfK,3245.99,1325.385,4179.18,3069.015,2211.73,2538.95,2322.905,3312.955,3247.455,3146.855,2153.445,2390.225,2281.67,2826.05,2753.935,2773.655,2056.505,3372.365,2976.39,2506.455
yjfL,5038.085,6110.87,3493.345,6780.665,6662.715,5174.205,4891.775,6685.7,5340.29,8576.635,5909.52,7497.465,8675.375,7457.395,8255.465,9351.305,6079.135,9173.29,5330.61,5736.545
yjfM,3621.615,5216.91,6663.975,4855.705,5055.175,4277.63,3297.19,5276.13,4298.77,5445.335,5008.875,5232.895,4374.085,5595.565,5169.695,5132.765,5201.295,6768.42,4852.29,4329.945
yjfN,3158.32,3931.465,3814.92,3364.785,3906.27,4140.45,4271.955,2984.05,3324,3307.39,4451.285,4393.855,3907.685,3838.715,4366.305,4102.02,2679.13,5004.705,3128.665,4312.155
yjfP,6466.375,7180.79,3779.605,7673.365,6894.67,7060.915,8701,6320.49,6948.555,7991.595,8634.82,9137.54,9038.625,7274.955,9340.22,8674.05,6639.315,4230.54,6344.405,7413.225
yjfY,3300.41,4288.13,4538.74,3937.01,3622.62,3854.94,3784.41,3167.98,2982.65,4903.54,4650.93,5337,4522.61,3988.49,5500.41,5113.95,3021.93,6829.73,3548.24,3704.67
yjfZ,3271.95,3980.32,3175.18,3572.19,3482.77,6075.2,3611.66,3661.5,2876.42,6411.97,6811.31,5727.7,5597.03,2910.66,4629.42,6074.92,4760.13,4433.93,3285.94,4330.9
yjgA,2842.715,1281.47,3643.475,2218.27,1474.385,1376.655,1574.06,2006.74,2540.245,1571.555,1544.375,1853.4,1793.495,2056.675,1526.03,1546.09,2218.64,1880.445,2528.805,2121.47
yjgB,9246.43,7830.22,4289.15,10274.01,7898.61,9208.8,9489.19,9194.32,9599.25,9724.53,8872.12,9060.55,11086.94,9297.67,8914.85,9118.78,7199.74,10863.91,6317.65,10480.54
yjgF,5174.57,5429.08,1965.665,4593.88,5582.905,4285.49,4746.16,4672.005,5690.04,5407.325,5775.84,5430.855,6293.685,5855.615,5235.09,6025.55,5836.17,5009.075,5455.18,6148.265
yjgH,6216.35,12095.76,2132.81,9298.38,12206.06,10905.7,9338.11,10519.07,7597.08,11880.57,12082.16,13583.91,13152.28,11300.37,11885.22,11640.09,10077.45,12957.75,8760.99,13112.05
yjgI,4966.6,5028.115,6605.68,4089.22,3226.855,3047,3718.83,4708.465,5206.225,3049.49,3666,3554.31,4712.735,4811.73,4293.92,4010.595,4385.555,2616.04,5195.15,4283.03
yjgJ,2566.2,3027.84,4999.49,2554.64,1588.27,2112.33,1800.71,2281.25,2424.24,3682.4,1946.2,1908.57,1951.72,2922.5,1876.76,2867.98,2667.45,2582.39,3056.74,2834.21
yjgL,2079.74,1660.59,3952.13,2009.79,1384.5,1869.31,1486.24,2141.02,2203.83,2058.93,1921.66,1494.68,1791.74,1761.65,1606.83,1480.2,2056.36,3439.8,2136.37,2099.42
yjgM,4642.61,3612.66,3276.28,4508.935,3668.885,3158.305,3806.755,4591.64,4301.555,3829.615,3870.05,4331.035,4985.945,4563.075,3695.38,3934.775,3230.64,6307.915,5153.31,4094.205
yjgN,5972.115,4788.395,3834.205,4850.985,5270.8,4981.685,3416.335,5142.86,5429.28,6389.04,5262.56,5731.075,5234.305,5471.03,4973.62,5907.375,4786.525,2821.28,6113.48,6296.01
yjgR,7117.75,9124.95,3898.66,8909.54,11378.98,11185.28,8859.68,7562.64,7524.46,11674.51,12049.63,11662.81,11309.08,10474.14,10214.15,12239.93,8112.85,7182.48,5574.63,11041.15
yjgX,7517.355,10173.57,3960.325,9137.605,7837.895,8670.85,9059.74,9779.85,7394.615,9046.3,10622,10898.54,10873.305,9548.485,10091.945,10482.265,6234.445,10385.325,6695.61,8361.21
yjgZ,3937.19,6276.42,3964.75,4427.715,5021.815,6416.045,6214.1,6158.945,4539.28,6221.715,6372.345,6108.09,5590.155,4474.505,6268.515,6077.025,4648.075,7972.04,4803.77,5033.16
yjhB,3790.48,4494.54,3559.9,4991.36,4692.01,5114.77,3535.09,4606.85,4338.77,6824.42,5283.43,5106.87,5213.33,5480.19,4719.79,6050.26,4210.5,1719.01,5709.43,4950.39
yjhC,3432.73,5587.63,3559.9,4619.56,4791.84,6177.26,4668.88,3648.29,3683.72,8881.24,7979.1,8127.66,5589.5,5303.57,6172.25,7111.28,4881.91,3786.98,3591.43,5755.68
yjhD,3008.155,3544.37,6430.175,3407.245,2585.725,3763.89,3363.97,3890.265,3307.115,4768.205,4963.185,3872.085,3965.165,3433.425,3411.775,3380.49,3417.885,3046.92,3829.79,3316.68
yjhE,3502.055,3418.23,2852.055,4582.525,3067.795,4076.055,3869.36,4217.485,3875.415,5307.9,3983.855,3107.505,4201.64,4531.915,3599.33,3736.645,2796.895,4886.21,4984.93,4671.71
yjhF,5996.33,5739.56,3865.73,6712.33,6326.56,6546.65,5817.26,6850.8,6180.44,7522.69,6715.43,6704.44,6972.48,5912.16,5513.34,7492.49,5378.69,5321.31,5823.75,7294.57
yjhG,3589.34,6059.9,4270.48,4500.25,4380.04,4590.78,5128.25,4129.94,4491.46,6185.78,5833.86,6500.92,5297.61,4766.3,4913.37,5913.89,4162.93,4443.48,3662.87,5243.33
yjhH,4254.43,4911.56,4761.15,4253.74,4380.04,4132.73,5146.47,4693.25,5497.27,4565.22,5249.37,5481.45,4743.12,4351.72,4381.14,4714.62,4441.25,1710.84,5344.83,4032.96
yjhI,6547.04,5970.97,2413.78,5759.99,7483.97,8495.98,6309.86,6599.16,8192.2,9286.02,8423.28,7890.68,7588.06,8589.95,7096.53,8582.28,6319.84,4979.11,7168.52,8838.03
yjhP,6249.76,4822.11,6649.865,4780.145,3623.54,3872.32,6639.13,5248.48,6532.46,4977.94,5294.225,5362.855,5962.295,5031.325,4329.95,4376.29,3899.95,2952.02,5919.195,4569.08
yjhQ,4542.76,4167.395,5326.47,3536.355,4778.94,4660.445,5408,3772.245,4571.095,5471.065,5721.165,5455.48,6120.935,3846.395,4759.66,5621.02,3296.22,4102.335,4742.51,5732.395
yjhR,6612.23,8233.015,3175.08,6197.835,6028.13,7268.165,5800.715,5593.87,7724.46,8832.82,8146.745,8114.02,8166.295,6444.545,7737.92,8339.035,6887.715,5316.55,7551.355,8808.075
yjhU,7383.83,8731.14,989.86,9249.16,7771.27,8964.1,7712.49,7151.64,6337.87,9409.89,9303.7,10350.12,12089.61,10961.89,8159.52,9001.88,7330.22,4253.55,6566.1,8297.26
yjhV,6003.71,4706.225,4102.425,5544.585,5296.26,5820.75,5199.54,5938.2,6053.465,7124.67,7526.09,6894.945,7726.69,5450.305,5836.03,6776.27,3242.535,5749.38,5290.23,6060.895
yjhX,5408.3,3818.45,7321.03,3095.11,3701.58,3419.08,4115.46,4934.67,6870.77,4736.49,5228,5449.1,3369.9,3687.85,3861.33,4568.07,2986.19,5055.41,5070.01,5454.16
yjhY,8438.03,7687.99,1841,6538.51,6600.71,5786.96,5055.25,7393.82,6644.46,7777.98,7512.37,7821.84,7404.22,7992.68,6602.69,7784.46,6088.92,5186.57,4086.95,6384.47
yjhZ,9162.915,9870.845,2616.365,9432.91,9859.315,9241.125,7629.62,9820.81,11798.015,11644.88,11095.49,10411.77,10325.05,10619.845,9733.065,10612.97,8927.255,1554.865,10831.605,11095.51
yjiA,4224.25,2541.85,3364.45,3030.67,2782.42,2245.78,3013.84,4056.65,3695.57,2395.47,2452.51,2491.91,2786.65,2805.26,2322.5,2350.7,2563.64,2011.47,4859.25,2424.69
yjiC,5479.38,5647.54,1355.87,4416.16,5248.07,4092.42,5063.12,4346.39,5859.55,5079.78,5912.72,5545.19,5827.04,5424.81,4911.82,5920.8,5591.55,9659.23,6060.88,6143.76
yjiG,6569.5,6956.5,3880.93,6162.18,4980.34,5574.99,6020.64,5517.79,7301.76,5874.3,5326.74,6655.09,5699.53,6021.88,6112.24,6054.49,7150.42,2074.43,6698.22,6493.59
yjiH,7359.4,5558.64,3965.18,5280.65,6552.98,6518.87,5625.05,6626.92,6156.69,8425.04,5969.13,6053.5,7637.2,6235.42,5243.33,6294.36,6336.65,7626.43,6748.31,7113.64
yjiJ,5368.88,7716.15,5265.53,5600.7,6861.01,7659.3,7803.78,7040.3,5626.13,9008.05,8569.41,9635.93,9056.66,7228.99,8981.8,8500.34,6248.64,6417.99,4629.42,7572.77
yjiK,5808.01,8289.82,6966.98,7876.77,6036.67,6030.43,6207.42,7515.66,6284.68,6905.16,6436.4,8194.17,8684.33,8038.35,8668.19,6757.38,7620.91,4106.87,8118.84,7177.06
yjiL,4579.68,5918.05,3413.27,4957.99,5231.115,5170.565,6711.53,4999.87,4972,5510.31,5696.455,6425.265,6954.025,4840.42,5665.055,5852.54,5408.37,5776.515,6117.69,5695.75
yjiM,4971.73,7403.06,2700.03,7030.54,7596.41,7063.18,8004.72,5634.74,5883.6,8551.68,9470.61,8815.14,8049.4,6952.96,8095.34,7156.42,6028.14,6802.11,5538.35,7441.52
yjiN,5624.7,3013.16,4483.25,2599.35,2759.94,3173.5,3005.61,3466.52,5292.71,3547.6,3824.89,3682.08,2247.21,3269.05,2382.56,3736.55,3194.89,4367.26,4417.22,2823.33
yjiP,7038.25,6903.66,4086.34,6546.15,7540.05,6802.77,7196.53,5600.9,6637.59,8117.3,7565.09,7945.76,7296.65,6547.04,6787.26,7405.41,5009.23,4452.54,4719.47,8293.68
yjiR,5401.065,4517.905,3320.255,4403.555,3665.37,3989.93,4672,4676.065,5892.21,4085.19,4012.265,4967.24,4081.555,3797.395,3510.37,4228.085,4148.995,4246.375,6217.6,4249.85
yjiS,4957.965,4822.42,4195.41,4538.95,3519.095,4208.36,3811.225,3945.515,5074.665,5581.615,4231.985,4204.96,5259.47,4166.29,3985.595,5126.08,3839.165,7418.445,6869.11,5017.475
yjiT,4252.88,4553.955,4148.39,4106.705,3391.385,5178.935,3063.445,4929.885,4706.545,5673.53,4801.85,5399.16,5154.9,4817.1,4734.255,4809.655,3969.66,5106.285,4717.01,5054.3
yjiV,4785.68,4941.195,2004.985,4545.115,4926.065,5524.29,5089.68,5047.595,5239.505,6605.35,5540.095,5832.875,6620.73,5608.53,5338.09,5718.14,4024.26,3961.47,4507.51,5964.72
yjiX,1818.54,1251.35,3020.18,1350.82,1229.9,1213.88,1148.55,1775.3,1632.15,1163.39,1428.43,1154.43,1586.43,1467.34,1453.92,897.54,1154.62,4461.85,2107.85,1570.11
yjiY,5119.85,4017.74,2835.025,3866.92,3526.05,2845.765,3656.62,4336.42,5256.91,3115.77,3714.195,3910.715,4038.575,3915.88,3824.875,3520.53,3066.36,5754.74,4375.75,3847.54
yjjA,2472.035,4946.635,2556.65,3092.76,3539.65,4880.03,2960.945,4041.095,2924.855,5442.095,6175.44,5281.955,5257.41,3674.115,4227.86,5762.075,2931.615,6216.975,3309.65,4649.72
yjjB,5970.305,5380.57,5840.665,3923.615,3683.02,3789.29,4476.03,4168.955,6228.44,3431.265,3282.12,4023.47,4379.695,3890.615,4172.365,4044.41,4864.18,4538.64,7197.545,4374.905
yjjG,5824.1,2555.42,5908.77,2962.02,2634.59,2478.86,2750.55,3595.65,5701.16,2021.04,2862.14,2731.93,2539.43,3629.43,1904.94,3281.18,4258.46,4527.68,3549.02,2258.23
yjjI,3370.045,4969.035,2189.9,4006.1,4440.37,4774.275,5290.205,3635.43,3414.575,4700.765,4789.355,5351.155,5140.845,5021.045,5316.74,4892.37,5189.44,4824.19,4059.855,4645.14
yjjJ,5055.095,6385.445,4630.365,5656.98,5016.4,4868.87,4407.465,4881.68,4892.195,5152.9,5851.755,5997.675,6333.715,6976.585,6342.525,5455.89,5785.355,4967.025,5030.19,6002.93
yjjK,3796.29,2538.27,7004.08,2526.81,2299.17,2750.03,3262.94,3194.72,4015.6,2519.29,3248.51,2845.39,2844.17,2873.49,2445.94,2736.91,3908.09,3991.42,3288.51,2898.89
yjjL,6143.76,6438,5154.87,5342.31,5625.99,6653.42,6991.44,5709,6624.09,7376.69,7474.78,6862.92,7519.93,6218.62,5621.08,6694.74,5507.7,6223.29,6258.69,8107.88
yjjM,6210.79,5594.57,4583.77,5158.28,5269.3,4642.25,5003.69,5186.57,6971.57,5478.32,5213.76,6078.51,6134.53,5396.09,5731.48,5869.39,4854.37,3874.5,5993.65,6102.84
yjjN,4695.67,5670.99,3140.61,5564.13,6024.765,7519.5,5091.33,4975.36,4480.21,7459.41,6392.785,8194.645,6421.415,5514.02,6519.945,7115.275,4577.63,4295.185,4229.76,6402.865
yjjP,4543.235,6082.685,3787.56,5448.96,5362.97,5531.7,5962.295,6253.52,4892.595,6546.48,6823.79,6310.975,6154.04,5281.985,5388.5,5923.735,4488.21,6365.095,4694.72,6256
yjjQ,3730.01,4833.95,4726,4051.84,3832.24,4671.15,4359.89,3714.23,3686.84,4839.63,4801.97,4560.13,4604.65,4336.13,4457.34,4118.84,4104.53,832,3392.53,4911.13
yjjU,4504.02,2297.05,2480.415,3072.735,2331.12,2836.395,2140.12,3467.205,4519.79,2809.68,2722.63,2765.535,2840.275,3461.64,2282.915,2652.805,3360.4,4326.485,3881.36,2867.48
yjjV,5861.81,1720.14,3531.99,2702.66,1661.72,2635.96,1654.83,3408.45,5938.11,2503.65,2313.03,3071.6,1986.49,3054.3,2211.43,2592,2135.57,2409.9,3762.64,2867.22
yjjW,3779.5,2910.18,3758.25,2384.51,2979.57,2926.19,3900.62,3076.19,3179.68,2870.53,2597.22,3633.51,3791.4,3005.36,2735.01,3062.19,2326.76,3767.58,3659.17,2465.69
yjjX,2926.33,1979.98,4005.3,2831.03,1851.81,1569.74,2342.1,2990.22,3521.12,2336.76,2196.44,1643.22,1884.79,2696.16,1724.22,2010.89,2250.83,4472.4,2437.36,2130.15
yjjY,5081.375,5427.555,4636.505,5308.145,6130.085,5584.245,4386.68,6429.105,5144.97,6759.77,7067.805,5692.145,6159.485,9496.82,6270.845,6609.845,8446.04,3773.475,6116.01,6451.09
yjjZ,3310.6,6590.48,3940.01,4110.86,7239.53,6916.02,8151.72,5383.38,4066.03,5163.48,5740.63,7680.04,7102.84,4756.25,6937.66,6226.26,4458.16,7218.5,3078.28,6116.99
yjtD,5031.13,6161.37,4126.59,5616.94,6001.97,7120.8,4813.47,6043.44,6248.39,7694.54,5006.69,7469.77,6927.46,5635.6,6594.81,7991.36,5061.78,7691.12,7310.38,6507.8
ykfA,1533.065,3293.385,5836.66,2353.62,2887.31,3422.74,3002.44,2061.49,1741.16,3192.785,4104.86,4712.55,3530.6,2804.925,3897.61,4216.88,1812.805,4658.765,1743.025,3142.525
ykfB,4565.09,8072.325,1811.295,6837.96,8242.87,8441.92,9623.48,6503.12,4351.12,9529.98,9907.415,10371.57,10001.515,8009.14,9550.89,10423.825,6682.56,5281.17,5141.99,7156.43
ykfC,7125.02,8466.65,3990.91,8355.01,5720.86,6153.25,8303.49,8185.68,7156.98,4973.55,6100.55,6455.3,6557.14,7204.16,6817.19,6498.88,3949.21,6361.47,5788.5,5825.84
ykfF,5648.085,9843.88,1604.28,7168.87,9645.48,10527.33,8948.885,8819,5732.59,10335.535,11250.495,10576.305,9782.645,7878.295,10969.795,12786.575,7313.695,5235.695,5405.415,8553.965
ykfG,2413.355,3583.36,4368.58,3070.64,3569.125,3399.31,4612.67,2235.795,2404.445,2973.385,3578.355,3956.855,3285.88,2728.445,4564.145,4503.785,2490.415,5436.03,2409.275,3627.995
ykfH,379.82,807.04,7331.74,678.69,517.83,1309.02,685.03,570.14,424.85,2148.69,2268.87,1303.47,696.5,1002.79,678.54,885.8,947.44,3472.42,453.83,1193.8
ykfI,3041.06,2793.71,6687.745,2925.985,3477.885,4317.835,3529.42,2604.325,2658.3,4371.155,3947.1,3966.05,3615.14,3022.005,3560.315,4318.595,2664.335,1969.375,2621.68,2906.145
ykfJ,2728.6,1905.285,3186.37,2179.63,2281.91,2706.035,2453.16,2282.155,2487.76,2429.935,2766.13,2500.43,2134.265,2207.55,2310.32,2507.755,2184.8,1500.315,2870.22,1943.675
ykfK,2478.09,3950.4,2199.685,2838.835,5491.34,6565.28,5041.24,2226.795,2363.565,6869.505,7855.57,6695.9,5993.655,2472.505,5874.7,8043.36,2386.105,3401.98,2560.61,5661.945
ykfL,2274.905,3790.885,2199.685,2361.21,4672.9,6534.285,4033,1727.74,2243.7,6280.315,7038.41,6609.045,5274.325,1993.545,5699.065,7087.06,2270.4,3401.98,2292.09,5255.395
ykfM,3048.915,3050.375,3692.805,3476.55,3995.44,4345.215,3527.865,3895.18,3056.705,4411.215,4231.15,3211.485,3616.73,3096.33,3298.36,4365.375,2761.795,3596.355,3324.87,4128.705
ykfN,4591.78,3166.14,2221.74,3221.51,4629.42,3491.26,4483.35,4573.92,4871.56,3579.29,2947.67,3932.27,3581.86,3784.73,3109.67,3769.05,4241.79,1130.8,6237.56,3573.03
ykgA,8136.64,6358.16,3030.75,6818.595,7604.095,7878.565,6114.605,6902.165,7829.46,8756.41,7826.51,7369.96,7454.87,6483.105,6526.255,7695.585,6563.21,9782.425,9263.285,8221.43
ykgB,4411.25,8622.49,4064.23,5582.48,6608.47,9675.66,7227.64,5128.64,4794.25,11068.55,12214.07,11044.93,8298.37,6634.72,7527.67,10011.2,6655.95,4418.9,4977.29,7563.49
ykgC,5014.42,5857.67,5165.39,4708.66,5151.7,4947.11,4366.72,5647.89,5299.41,6271.72,5834.6,6014.49,5583.7,5696.65,4632.67,6296.52,4829.01,5450.24,5926.64,6105.53
ykgD,5087.885,4831.71,3765.07,3962.53,4316.27,3637.255,4077.705,4690.835,5093.245,4570.49,4301.76,4536.16,4537.945,4569.03,4026.07,4404.955,3118.425,4477.735,5286.755,4806.475
ykgE,2856.11,3384.04,4448.36,3000.98,2872.27,3895.34,3143.47,2841.15,2909.39,4766.87,3788.95,4356.58,4228.19,2742.27,3616.1,3757.56,2742.47,3119.35,2557.83,3902.78
ykgF,5539.7,8084.2,4700.8,6174.42,7242.17,9087.83,7799.24,5628.12,4555.99,10714.22,9307.4,10176.97,9410.56,7327.41,8228.91,9376.09,5973.29,6329.85,5793.71,11167.65
ykgG,6528.66,9439.65,1343.57,8948.05,7390.4,8409.56,7935.46,7072.45,7583.21,9490.98,11173.26,9127.19,9410.56,7945.11,10006.69,9992.9,7216.04,6329.85,6120.16,11045.72
ykgH,3225.3,3156.21,2443.4,2535.1,2573.89,3853.5,2562.89,2588.93,3076.6,5175.28,5234.33,4324.39,3397.53,3445.8,3247.67,3843.6,2080.1,1305.08,3621.97,4868.59
ykgI,2084.415,2522.935,4350.455,2357.8,2734.915,1975.895,1890.59,1747.255,2056.725,3131.095,3071.5,2738.115,2622.68,2761.62,2230.79,2602.265,1239.56,4277.055,1993.715,2890.68
ykgJ,6990.27,6968.63,6083.89,5389.45,8131.25,7042.55,6288.04,5237.25,6934.99,6316,7322.4,8390.53,6520.18,7403.06,7851.24,8188.32,5633.62,3607.2,6108.3,8195.39
ykgL,2991.345,3592.285,7194.06,2717.705,4381.935,3420.87,3214.355,2803.86,2692.435,4185.825,4590.52,4450.105,4731,2569.865,3622.62,4570,2309.1,5934.42,2967.63,4300.065
ykgM,7820.51,8018.69,3069.91,7168.24,7247.25,6567.36,7901.21,8440.62,7993.45,8561.5,8326.6,8034.17,8856.25,8926.66,7434.85,6846.13,5637.84,6012.96,5844.37,9606.3
ykgO,7243.97,6541.68,3069.91,6985.45,5020.12,5210.8,5325.21,7763.24,7672.08,7464.63,7195.1,5136.72,7130.97,8764.78,4375.92,5683.75,4973.05,19.14,5844.37,8601.35
ykgP,3858.22,4745.49,4205.79,5372.15,4213.16,3547.6,4044.19,3375.94,4236.84,6268.78,4850.37,5184.4,3662.68,5282.9,5084.22,4373.08,4137.43,501.12,3703.27,5285.81
ykgQ,4473.555,4767.035,4873.055,3931.905,4749.695,5587.88,4332.92,4223.025,3868.995,6098.515,3128.45,3527.35,6218.34,5026.81,5239.955,6440.115,4099.33,4742.305,5056.3,7011.815
ykgR,1606.22,1483.79,1221.9,1518.77,1411.55,787.14,968.32,2291.35,1651.65,1371.93,1509.79,1484.66,1795.05,2012.11,1212.01,1488.04,1346.69,4638.53,1872.48,1331.89
ykgS,3214,5506.89,1513.87,3433.64,4592.55,6519.02,3486.55,2482.74,2771.35,6390.07,7062.03,7450.98,5340.94,2832.16,6440.46,6293.11,2525.07,7440.1,2673.82,4488.47
ykgT,3262.42,4436.19,4839.83,2668.09,2944.28,2363.29,5572.06,2583.39,3479.11,2869.26,3560.9,3976.84,3599.89,3340.35,3340.35,4162.53,2362.94,2135.01,2558.19,3369.12
ykiA,1961.78,1305.2,1993.955,1693.705,1501.125,1191.495,1178.17,1572.815,1821.27,1914.63,1870.445,1765.615,1078.1,1829.07,1272.31,1350.295,1493.885,3956.7,2111.73,1428.92
ylaB,4004.515,5397.795,5665.995,4168.115,5373.455,4760.6,4891.575,4723.2,4192.015,4727.765,5985.715,5629.48,5430.79,4868.205,5772.68,5093.29,4337.02,5443.795,3997.765,5787.76
ylaC,3946.42,7432.135,5643.38,5158.775,6203.87,7018.675,4553.695,4720.785,3694.585,9672.275,9588.52,7723.385,6757.32,5771.605,6251.09,9508.355,7310.055,8067.08,4912.93,8228.835
ylbA,7873.955,11359.225,5012.115,10981.82,9089.96,10010.53,10563.02,7866.815,7474.105,10238.07,9747.13,11174.66,12241.79,11275.59,10807.085,10738.745,8238.02,5588.21,9553.115,10111.32
ylbE,6249.88,7154.435,4341.015,6546.495,7324.295,5699.77,8368.96,5874.65,5600.835,6806.37,7443.225,7212.885,7911.075,6420.88,7127.63,7710.44,5448.505,5343.46,6102.33,7009.66
ylbF,6696.835,7970.14,2386.835,6344.285,6584.755,5462.73,8780.26,5643.225,6361.985,5529.69,7446.155,6764.39,8041.545,5772.065,6585.575,6403.235,6378.36,6716.25,5939.19,5473.415
ylbG,6345.82,7655.83,7825.04,6325.61,8175.22,6753.74,6847.98,6359.24,6717.15,8453.77,9248.65,9051.93,8196.22,6921,8583,8338.28,5528.73,6329.23,5606.03,8008.06
ylbH,3625.27,4347.605,7667.98,3942.375,4650.065,6462.105,3840.895,3511.585,3363.11,6032.47,6663.64,6693.69,6091.385,4238.72,5205.735,7108.405,4063.685,5342.445,3449.965,5264.205
ylbI,2341.54,3102.09,1793.37,1979.09,3259.93,3067.17,1688.38,2662.93,2445.57,5432.53,4789.7,4895.33,3491.26,3070.55,3717.83,5452.7,2729.28,5067.97,2798.43,4667.65
ylcG,4904.51,6518.87,7509.16,4554.44,7230.49,8687.7,6098.41,5541.28,4881.1,8293.07,7967.89,8596.18,8163.26,5264.75,7424.41,9214.61,7186.2,8188.08,4831.19,7692.34
ylcH,2539.59,482.82,4288.13,1621.12,961.25,162.81,430.01,2790.12,2109.16,744.24,338.28,912.63,1339.05,2402.66,1198.97,1061.35,1103.98,5502.66,2326.35,814.44
ylcI,4306.8,5062.07,1685.53,4175.03,4978.945,5079.865,4544.955,4571.525,3768.27,6500.845,6626.73,5707.38,5678.965,4527.905,5004.12,6110.925,3724.805,7791.16,5408.68,6719.84
yliE,3365.44,2346.64,3860.59,2777.04,2124.07,2026.85,1973.34,2826.24,3137.2,1932.31,1721.12,2005.5,2164.44,2459.49,2026.04,1789.44,2525.69,2733.84,3314.66,2544.8
